文部科学省　学校コード一覧,,,,,,,,,,更新日：,5/23/2024
学校コード,学校種,都道府県番号,"設置
区分",本分校,学校名,学校所在地,郵便番号,"属性情報
設定年月日","属性情報
廃止年月日","旧学校
調査番号",移行後の学校コード
G126110107842,G1(高専),26(京都),1(国),1(本),舞鶴工業高等専門学校,京都府舞鶴市字白屋２３４,6258511,2021-01-20,,6624,
F127110107852,F1(大学),27(大阪),1(国),1(本),大阪大学,大阪府吹田市山田丘１－１,5650871,2021-01-20,,0292,
F127110107861,F1(大学),27(大阪),1(国),1(本),大阪教育大学,大阪府柏原市旭ケ丘４－６９８－１,5820026,2021-01-20,,0300,
F127210107878,F1(大学),27(大阪),2(公),1(本),大阪市立大学,大阪府大阪市住吉区杉本３－３－１３８,5588585,2021-01-20,,1236,
F127210107887,F1(大学),27(大阪),2(公),1(本),大阪府立大学,大阪府堺市中区学園町１番１号,5998531,2021-01-20,,1243,
F127210111989,F1(大学),27(大阪),2(公),1(本),大阪公立大学,大阪府大阪市阿倍野区旭町一丁目２番７,5450051,2022-05-01,,,
F127310107894,F1(大学),27(大阪),3(私),1(本),大阪経済大学,大阪府大阪市東淀川区大隅２－２－８,5330015,2021-01-20,,2577,
F127310107901,F1(大学),27(大阪),3(私),1(本),大阪工業大学,大阪府大阪市旭区大宮５－１６－１,5358585,2021-01-20,,2578,
F127310107910,F1(大学),27(大阪),3(私),1(本),大阪歯科大学,大阪府枚方市楠葉花園町８－１,5731121,2021-01-20,,2579,
F127310107929,F1(大学),27(大阪),3(私),1(本),相愛大学,大阪府大阪市住之江区南港中４－４－１,5590033,2021-01-20,,2580,
F127310107938,F1(大学),27(大阪),3(私),1(本),桃山学院大学,大阪府和泉市まなび野１－１,5941198,2021-01-20,,2581,
F127310107947,F1(大学),27(大阪),3(私),1(本),摂南大学,大阪府寝屋川市池田中町１７－８,5728508,2021-01-20,,2582,
F127310107956,F1(大学),27(大阪),3(私),1(本),桃山学院教育大学,大阪府堺市南区槇塚台４－５－１,5900114,2021-01-20,,2583,
F127310107965,F1(大学),27(大阪),3(私),1(本),大阪医科薬科大学,大阪府高槻市大学町２－７,5698686,2021-01-20,,2602,
F127310107974,F1(大学),27(大阪),3(私),1(本),大阪音楽大学,大阪府豊中市庄内幸町１－１－８,5618555,2021-01-20,,2603,
F127310107983,F1(大学),27(大阪),3(私),1(本),大阪学院大学,大阪府吹田市岸部南２－３６－１,5648511,2021-01-20,,2604,
F127310107992,F1(大学),27(大阪),3(私),1(本),大阪芸術大学,大阪府南河内郡河南町東山４６９,5858555,2021-01-20,,2605,
F127310108009,F1(大学),27(大阪),3(私),1(本),大阪産業大学,大阪府大東市中垣内３－１－１,5748530,2021-01-20,,2606,
F127310108018,F1(大学),27(大阪),3(私),1(本),大阪樟蔭女子大学,大阪府東大阪市菱屋西４－２－２６,5778550,2021-01-20,,2607,
F127310108027,F1(大学),27(大阪),3(私),1(本),大阪商業大学,大阪府東大阪市御厨栄町４－１－１０,5778505,2021-01-20,,2608,
F127310108036,F1(大学),27(大阪),3(私),1(本),大阪体育大学,大阪府泉南郡熊取町朝代台１－１,5900496,2021-01-20,,2609,
F127310108045,F1(大学),27(大阪),3(私),1(本),大阪電気通信大学,大阪府寝屋川市初町１８－８,5728530,2021-01-20,,2610,
F127310108054,F1(大学),27(大阪),3(私),9(廃),大阪薬科大学,大阪府高槻市奈佐原４－２０－１,5691041,2021-01-20,2021-05-27,2611,F127310107965
F127310108063,F1(大学),27(大阪),3(私),1(本),大阪大谷大学,大阪府富田林市錦織北３－１１－１,5848540,2021-01-20,,2612,
F127310108072,F1(大学),27(大阪),3(私),1(本),追手門学院大学,大阪府茨木市西安威２－１－１５,5678502,2021-01-20,,2613,
F127310108081,F1(大学),27(大阪),3(私),1(本),関西大学,大阪府吹田市山手町３－３－３５,5640073,2021-01-20,,2614,
F127310108090,F1(大学),27(大阪),3(私),1(本),関西医科大学,大阪府枚方市新町２丁目５番１号,5731010,2021-01-20,,2615,
F127310108107,F1(大学),27(大阪),3(私),1(本),関西外国語大学,大阪府枚方市中宮東之町１６－１,5731001,2021-01-20,,2616,
F127310108116,F1(大学),27(大阪),3(私),1(本),近畿大学,大阪府東大阪市小若江３－４－１,5778502,2021-01-20,,2617,
F127310108125,F1(大学),27(大阪),3(私),1(本),四天王寺大学,大阪府羽曳野市学園前３－２－１,5838501,2021-01-20,,2618,
F127310108134,F1(大学),27(大阪),3(私),1(本),帝塚山学院大学,大阪府堺市南区晴美台４－２－２,5900113,2021-01-20,,2620,
F127310108143,F1(大学),27(大阪),3(私),1(本),梅花女子大学,大阪府茨木市宿久庄２－１９－５,5678578,2021-01-20,,2621,
F127310108152,F1(大学),27(大阪),3(私),1(本),阪南大学,大阪府松原市天美東５－４－３３,5808502,2021-01-20,,2622,
F127310108161,F1(大学),27(大阪),3(私),1(本),大阪経済法科大学,大阪府八尾市楽音寺６－１０,5818511,2021-01-20,,2623,
F127310108170,F1(大学),27(大阪),3(私),1(本),大阪国際大学,大阪府守口市藤田町６－２１－５７,5708555,2021-01-20,,2624,
F127310108189,F1(大学),27(大阪),3(私),1(本),関西福祉科学大学,大阪府柏原市旭ケ丘３丁目１１－１,5820026,2021-01-20,,2625,
F127310108198,F1(大学),27(大阪),3(私),1(本),太成学院大学,大阪府堺市美原区平尾１０６０－１,5878555,2021-01-20,,2626,
F127310108205,F1(大学),27(大阪),3(私),1(本),常磐会学園大学,大阪府大阪市平野区喜連東１－４－１２,5470021,2021-01-20,,2627,
F127310108214,F1(大学),27(大阪),3(私),1(本),大阪観光大学,大阪府泉南郡熊取町大久保南５丁目３番１号,5900493,2021-01-20,,2628,
F127310108223,F1(大学),27(大阪),3(私),1(本),大阪人間科学大学,大阪府摂津市正雀１丁目４番１号,5668501,2021-01-20,,2629,
F127310108232,F1(大学),27(大阪),3(私),1(本),羽衣国際大学,大阪府堺市西区浜寺南町１丁８９の１,5928344,2021-01-20,,2630,
F127310108241,F1(大学),27(大阪),3(私),1(本),大阪成蹊大学,大阪府大阪市東淀川区相川３－１０－６２,5330007,2021-01-20,,2631,
F127310108250,F1(大学),27(大阪),3(私),1(本),関西医療大学,大阪府泉南郡熊取町若葉２丁目１１番１号,5900482,2021-01-20,,2632,
F127310108269,F1(大学),27(大阪),3(私),1(本),千里金蘭大学,大阪府吹田市藤白台５丁目２５番１号,5650873,2021-01-20,,2633,
F127310108278,F1(大学),27(大阪),3(私),1(本),東大阪大学,大阪府東大阪市西堤学園町３丁目１番１号,5778567,2021-01-20,,2634,
F127310108287,F1(大学),27(大阪),3(私),1(本),大阪女学院大学,大阪府大阪市中央区玉造２丁目２６番５４号,5400004,2021-01-20,,2635,
F127310108296,F1(大学),27(大阪),3(私),1(本),藍野大学,大阪府茨木市東太田４丁目５番４号,5670012,2021-01-20,,2636,
F127310108303,F1(大学),27(大阪),3(私),1(本),大阪青山大学,大阪府箕面市新稲２丁目１１番１号,5620005,2021-01-20,,2637,
F127310108312,F1(大学),27(大阪),3(私),1(本),四條畷学園大学,大阪府大東市北条５丁目１１番１０号,5740011,2021-01-20,,2638,
F127310108321,F1(大学),27(大阪),3(私),1(本),大阪河﨑リハビリテーション大学,大阪府貝塚市水間１５８番地,5970104,2021-01-20,,2639,
F127310108330,F1(大学),27(大阪),3(私),1(本),大阪総合保育大学,大阪府大阪市東住吉区湯里６丁目４番２６号,5460013,2021-01-20,,2640,
F127310108349,F1(大学),27(大阪),3(私),1(本),森ノ宮医療大学,大阪府大阪市住之江区南港北１－２６－１６,5598611,2021-01-20,,2642,
F127310108358,F1(大学),27(大阪),3(私),1(本),大阪保健医療大学,大阪府大阪市北区天満１丁目９番２７号,5300043,2021-01-20,,2654,
F127310108367,F1(大学),27(大阪),3(私),1(本),大阪物療大学,大阪府堺市西区鳳北町３丁３３,5938328,2021-01-20,,2656,
F127310108376,F1(大学),27(大阪),3(私),1(本),滋慶医療科学大学,大阪府大阪市淀川区宮原１丁目２番８号,5320003,2021-01-20,,2657,
F127310108385,F1(大学),27(大阪),3(私),1(本),大阪行岡医療大学,大阪府茨木市総持寺１－１－４１,5670801,2021-01-20,,2658,
F127310108394,F1(大学),27(大阪),3(私),1(本),大和大学,大阪府吹田市片山町２－５－１,5640082,2021-01-20,,2659,
F127310108900,F1(大学),27(大阪),3(私),1(本),宝塚大学,大阪府大阪市北区芝田１－１３－１６,5300012,2021-05-27,,2676,
F127310111898,F1(大学),27(大阪),3(私),1(本),大阪国際工科専門職大学,大阪府大阪市北区梅田３－３－１,5300001,2021-05-27,,2660,
F127310111950,F1(大学),27(大阪),3(私),1(本),大阪信愛学院大学,大阪府大阪市城東区古市２丁目７番３０号,5368585,2022-05-01,,,
F227310108400,F2(短大),27(大阪),3(私),9(廃),平安女学院大学短期大学部,大阪府高槻市南平台５－８１－１,5691042,2021-01-20,2023-05-01,5547,
F227310108419,F2(短大),27(大阪),3(私),1(本),大阪キリスト教短期大学,大阪府大阪市阿倍野区丸山通１－３－６１,5450042,2021-01-20,,5577,
F227310108428,F2(短大),27(大阪),3(私),1(本),大阪城南女子短期大学,大阪府大阪市東住吉区湯里６－４－２６,5460013,2021-01-20,,5579,
F227310108437,F2(短大),27(大阪),3(私),1(本),大阪夕陽丘学園短期大学,大阪府大阪市天王寺区生玉寺町７－７２,5430073,2021-01-20,,5580,
F227310108446,F2(短大),27(大阪),3(私),1(本),大阪信愛学院短期大学,大阪府大阪市城東区古市２－７－３０,5360001,2021-01-20,,5581,
F227310108455,F2(短大),27(大阪),3(私),1(本),大阪成蹊短期大学,大阪府大阪市東淀川区相川３－１０－６２,5330007,2021-01-20,,5582,
F227310108464,F2(短大),27(大阪),3(私),1(本),大阪女学院短期大学,大阪府大阪市中央区玉造２－２６－５４,5400004,2021-01-20,,5583,
F227310108473,F2(短大),27(大阪),3(私),1(本),関西外国語大学短期大学部,大阪府枚方市中宮東之町１６－１,5731001,2021-01-20,,5585,
F227310108482,F2(短大),27(大阪),3(私),1(本),常磐会短期大学,大阪府大阪市平野区平野南４－６－７,5470031,2021-01-20,,5588,
F227310108491,F2(短大),27(大阪),3(私),1(本),大阪芸術大学短期大学部,大阪府大阪市東住吉区矢田２－１４－１９,5460023,2021-01-20,,5589,
F227310108507,F2(短大),27(大阪),3(私),9(廃),プール学院短期大学,大阪府大阪市生野区勝山北１－１９－３１,5440033,2021-01-20,2022-05-01,5590,
F227310108516,F2(短大),27(大阪),3(私),1(本),堺女子短期大学,大阪府堺市堺区浅香山町１－２－２０,5900012,2021-01-20,,5602,
F227310108525,F2(短大),27(大阪),3(私),9(廃),大阪青山大学短期大学部,大阪府箕面市新稲２－１１－１,5620005,2021-01-20,2022-05-01,5603,
F227310108534,F2(短大),27(大阪),3(私),1(本),大阪音楽大学短期大学部,大阪府豊中市庄内幸町１－１－８,5618555,2021-01-20,,5604,
F227310108543,F2(短大),27(大阪),3(私),1(本),大阪学院大学短期大学部,大阪府吹田市岸部南２－３７－１,5648511,2021-01-20,,5605,
F227310108552,F2(短大),27(大阪),3(私),1(本),大阪千代田短期大学,大阪府河内長野市小山田町１６８５,5868511,2021-01-20,,5608,
F227310108561,F2(短大),27(大阪),3(私),1(本),関西女子短期大学,大阪府柏原市旭ケ丘３－１１－１,5820026,2021-01-20,,5612,
F227310108570,F2(短大),27(大阪),3(私),1(本),近畿大学短期大学部,大阪府東大阪市小若江３－４－１,5778502,2021-01-20,,5613,
F227310108589,F2(短大),27(大阪),3(私),1(本),四條畷学園短期大学,大阪府大東市学園町６－４５,5740001,2021-01-20,,5616,
F227310108598,F2(短大),27(大阪),3(私),1(本),四天王寺大学短期大学部,大阪府羽曳野市学園前３－２ー１,5838501,2021-01-20,,5617,
F227310108605,F2(短大),27(大阪),3(私),1(本),大阪国際大学短期大学部,大阪府守口市藤田町６－２１－５７,5700014,2021-01-20,,5620,
F227310108614,F2(短大),27(大阪),3(私),1(本),東大阪大学短期大学部,大阪府東大阪市西堤学園町３丁目１番１号,5778567,2021-01-20,,5623,
F227310108623,F2(短大),27(大阪),3(私),1(本),藍野大学短期大学部,大阪府茨木市太田３－９－２５,5670018,2021-01-20,,5625,
F227310108632,F2(短大),27(大阪),3(私),1(本),大阪健康福祉短期大学,大阪府堺市南区高倉台１丁２－１,5900117,2021-01-20,,5629,
G127210108642,G1(高専),27(大阪),2(公),1(本),大阪公立大学工業高等専門学校,大阪府寝屋川市幸町２６－１２,5720017,2021-01-20,,7120,
F128110108654,F1(大学),28(兵庫),1(国),1(本),神戸大学,兵庫県神戸市灘区六甲台町１－１,6578501,2021-01-20,,0304,
F128110108663,F1(大学),28(兵庫),1(国),1(本),兵庫教育大学,兵庫県加東市下久米９４２－１,6731494,2021-01-20,,0464,
F128210108670,F1(大学),28(兵庫),2(公),1(本),神戸市外国語大学,兵庫県神戸市西区学園東町９－１,6512187,2021-01-20,,1248,
F128210108689,F1(大学),28(兵庫),2(公),1(本),神戸市看護大学,兵庫県神戸市西区学園西町３－４,6512103,2021-01-20,,1258,
F128210108698,F1(大学),28(兵庫),2(公),1(本),兵庫県立大学,兵庫県神戸市西区学園西町８－２－１,6512197,2021-01-20,,1263,
F128210111906,F1(大学),28(兵庫),2(公),1(本),芸術文化観光専門職大学,兵庫県豊岡市山王町７－５２,6680044,2021-05-27,,1269,
F128310108703,F1(大学),28(兵庫),3(私),1(本),甲南大学,兵庫県神戸市東灘区岡本８－９－１,6580072,2021-01-20,,2643,
F128310108712,F1(大学),28(兵庫),3(私),1(本),甲南女子大学,兵庫県神戸市東灘区森北町６－２－２３,6580001,2021-01-20,,2644,
F128310108721,F1(大学),28(兵庫),3(私),1(本),神戸海星女子学院大学,兵庫県神戸市灘区青谷町２－７－１,6570805,2021-01-20,,2645,
F128310108730,F1(大学),28(兵庫),3(私),1(本),神戸学院大学,兵庫県神戸市中央区港島１－１－３,6508586,2021-01-20,,2646,
F128310108749,F1(大学),28(兵庫),3(私),1(本),神戸女子大学,兵庫県神戸市須磨区東須磨青山２－１,6540018,2021-01-20,,2647,
F128310108758,F1(大学),28(兵庫),3(私),1(本),神戸薬科大学,兵庫県神戸市東灘区本山北町４－１９－１,6588558,2021-01-20,,2648,
F128310108767,F1(大学),28(兵庫),3(私),1(本),神戸松蔭女子学院大学,兵庫県神戸市灘区篠原伯母野山町１－２－１,6570015,2021-01-20,,2649,
F128310108776,F1(大学),28(兵庫),3(私),1(本),神戸親和大学,兵庫県神戸市北区鈴蘭台北町７－１３－１,6511111,2021-01-20,,2650,
F128310108785,F1(大学),28(兵庫),3(私),1(本),神戸国際大学,兵庫県神戸市東灘区向洋町中９－１－６,6580032,2021-01-20,,2651,
F128310108794,F1(大学),28(兵庫),3(私),1(本),兵庫大学,兵庫県加古川市平岡町新在家２３０１,6750101,2021-01-20,,2652,
F128310108801,F1(大学),28(兵庫),3(私),1(本),神戸常盤大学,兵庫県神戸市長田区大谷町２丁目６番２号,6530838,2021-01-20,,2653,
F128310108810,F1(大学),28(兵庫),3(私),1(本),宝塚医療大学,兵庫県宝塚市花屋敷緑ガ丘１,6660162,2021-01-20,,2655,
F128310108829,F1(大学),28(兵庫),3(私),1(本),芦屋大学,兵庫県芦屋市六麓荘町１３－２２,6598511,2021-01-20,,2666,
F128310108838,F1(大学),28(兵庫),3(私),1(本),大手前大学,兵庫県西宮市御茶家所町６－４２,6628552,2021-01-20,,2668,
F128310108847,F1(大学),28(兵庫),3(私),1(本),関西学院大学,兵庫県西宮市上ケ原一番町１－１５５,6628501,2021-01-20,,2669,
F128310108856,F1(大学),28(兵庫),3(私),1(本),甲子園大学,兵庫県宝塚市紅葉ガ丘１０－１,6650006,2021-01-20,,2670,
F128310108865,F1(大学),28(兵庫),3(私),1(本),神戸女学院大学,兵庫県西宮市岡田山４－１,6628505,2021-01-20,,2671,
F128310108874,F1(大学),28(兵庫),3(私),1(本),園田学園女子大学,兵庫県尼崎市南塚口町７－２９－１,6610012,2021-01-20,,2673,
